titulo;duracion;genero;year;rating;gross;directors;actors
Poissons Rouges;90 min;Drama            ;(2022);N/A;N/A;['>Abdeslam Kelai<', '>|<'];['>Khalil Oubaaqa<', '>Farida Bouaazaoui<', '>Mohamed Choubi<', '>Amine Ennaji<']
The 166 Minutes of Madness;166 min;Horror            ;(2022);N/A;N/A;['>Philipp von Gönitzer<', '>|<'];['>Thomas Go<', '>Philipp von Gönitzer<']
The Wannn Believe;N/A;Drama            ;(2022);6.7;N/A;['>Kemal Fathur<', '>|<'];['>Naziful Fuad<', '>Sarah Mawla<', '>Muhammad Ridwan<']
The Tape;N/A;Drama            ;(II) (2022);N/A;N/A;['>Gabriele Bortolato<', '>Eric Veneziano<', '>|<'];['>Raffaella Antinucci<', '>Cristina Bugatty<', '>Hamid Cara<', '>Ivano Chinali<']
The Rascals of Red Square;N/A;Fantasy            ;(2022);N/A;N/A;['>Jimmy Miller<', '>|<'];['>Kimberly Case<', '>Audrianna Curtsinger<', '>Lana Cypert<', '>Jimmy Miller<']
Estertor;90 min;N/A;(2022);5.7;N/A;N/A;N/A
Noël avec les frères Koalas;N/A;N/A;(2022);N/A;N/A;N/A;N/A
Because We're Done;97 min;Comedy            ;(2022);8.8;N/A;['>Reggie Gaskins<', '>|<'];"['>Reggie Gaskins<', '>Trisha Mann<', '>Kendyl McCray<', "">Kiyano La'vin<""]"
Ernesto's Island;115 min;Drama            ;(2022);6.0;N/A;['>Ronald Vietz<', '>|<'];['>Max Riemelt<', '>Oliver Bröcker<', '>Wolfram Teufel<', '>Anna Amalie Blomeyer<']
Doll Shark;77 min;Horror            ;(2022);4.1;N/A;['>Mark Polonia<', '>|<'];['>Danielle Donahue<', '>River Dalton<', '>Kevin Coolidge<', '>Robert Boles<']
Bokharest;N/A;Comedy            ;(2022);4.3;N/A;['>Masoud Atyabi<', '>|<'];['>Amirhossein Arman<', '>Pejman Jamshidi<', '>Reza Karimi<', '>Hadi Kazemi<']
Volkov Origin;N/A;Thriller            ;(2022);7.0;N/A;['>George Dibble<', '>|<'];['>Wes Johnson<', '>Gina Jun<', '>Jane Chua<', '>Kevin Tan<']
Civil War Saint;N/A;War            ;(2022);4.2;N/A;['>Ashley Hays Wright<', '>|<'];['>Ashley Hays Wright<', '>Cadence Wright<', '>David Owen Wright<', '>Jaina Wright<']
Bad Blood;N/A;Drama, Thriller            ;(II) (2022);N/A;N/A;['>Greg Galloway<', '>|<'];['>Malan B.<', '>Timmeria Baltimore<', '>Jordan Bowden<', '>Towanda Braxton<']
An Assassin Walks Through the Trees;125 min;Drama, Thriller            ;(2022);6.8;N/A;['>Adam R. Kennedy<', '>|<'];['>William Cairnes<', '>Gala Wesson<', '>Lloyd Morris<', '>Stephanie Perk<']
The Lost One;N/A;N/A;(2022);N/A;N/A;['>Damian Hussey<', '>|<'];['>Emily Rowbottom<', '>Stephanie Ranty<', '>Daniel Nelson<', '>David Cook<']
Dragon Eats Eagle;85 min;Comedy            ;(2022);5.6;N/A;['>Noah Marks<', '>|<'];['>Charlie Ferrara<', '>Harrison Marx<', '>Kathy Richter<', '>Aakash Jagdale<']
No quiero ser polvo;85 min;Drama            ;(2022);8.1;N/A;['>Ivan Lowenberg<', '>|<'];['>Bego Sainz<', '>Anahí Allué<', '>Agustina Quinci<', '>J.C. Montes-Roldan<']
Bloodlines: The Jersey Devil Curse;79 min;Horror            ;(2022);7.2;N/A;['>Seth Breedlove<', '>|<'];['>Adam Alderson<', '>Meghan Barylak<', '>Lindsay Dunphy<', '>Rycen Earley<']
Mothership;N/A;Drama            ;(I) (2022);N/A;N/A;N/A;N/A
Dream;107 min;Drama            ;(IV) (2022);N/A;N/A;['>WriterBoy<', '>|<'];['>Sheena V. Henderson<', '>Levi Foster<', '>Charlie Marshall<', '>Dominique Barrett<']
Submerged;81 min;War            ;(2022);N/A;N/A;['>Christopher Forbes<', '>|<'];['>William Adams<', '>Jezibell Anat<', '>Leonard Benton<', '>Thomas Carani<']
7 7;77 min;Fantasy            ;(2022);9.1;N/A;['>Johnny Kalangis<', '>|<'];['>Ryan McVittie<', '>Sara Gilchrist<', '>Kate Mior<', '>Astrida Auza<']
John in the Woods;20 min;Drama, Horror, Mystery            ;(2022);N/A;N/A;['>Christopher Birk<', '>|<'];['>Patti Kuhn<', '>Matias Jimenez Nayblat<', '>Kristen Spangenberg<']
A86 Nord Sortie 10;56 min;N/A;(2022);N/A;N/A;['>Nicolas Boone<', '>|<'];['>Brahim Ahmadouche<', '>Léo-Paul Barbaut<', '>Philippe Beun-Garbe<', '>Mourad Boudaoud<']
45 Mill Street;N/A;Crime            ;(2022);N/A;N/A;['>Daniel E. Catullo<', '>|<'];['>Rex Elliott<', '>Sheridan Hendrix<', '>Matthew Keyes<', '>Stephanie Kunze<']
Prophet;N/A;N/A;(III) (2022);N/A;N/A;N/A;N/A
Prem Lagan;N/A;Romance            ;(2022);N/A;N/A;['>Ashok Tripathi Atri<', '>|<'];['>Rohit Raj Yadav<', '>J P Baba<', '>Poonam Dubey<', '>Sangee Dubey<']
Somu Sound Engineer;N/A;Drama            ;(2022);N/A;N/A;['>Abhi<', '>|<'];['>Yash Shetty<', '>Shrestha<']
Mara;N/A;Fantasy            ;(II) (2022);N/A;N/A;['>Tryggvi Gunnarsson<', '>Valdimar Johannsson<', '>|<'];['>Berglind Halla Elíasdóttir<', '>Tryggvi Gunnarsson<', '>Bryndís Ósk Þ Ingvarsdóttir<', '>Hilmir Jensson<']
Flocks;89 min;Drama            ;(2022);N/A;N/A;['>Xavier Moreno<', '>|<'];"['>Núria Batlle<', '>Xevi Bosch<', '>Daniel Casanovas<', "">Piròmana d'Arboç<""]"
House Red;77 min;Horror            ;(2022);5.9;N/A;['>Coz Greenop<', '>|<'];['>Natasha Henstridge<', '>Clara Paget<', '>Tamer Hassan<', '>Jasmine Waltz<']
Quest for Love;N/A;Adventure, Drama, Romance            ;(2022);6.9;N/A;['>Brian Brough<', '>|<'];['>Jake Stormoen<', '>Eva Hamilton<', '>Jonny Swenson<', '>Gabe Casdorph<']
9-tas Zingsnis;90 min;Drama            ;(2022);8.0;N/A;['>Irma Puzauskaite<', '>|<'];['>Valentin Novopolskij<', '>Gerda Ciuraite<', '>Angelina Daukaite<', '>Marius Repsys<']
The Adventures of Bunny Bravo;N/A;Animation            ;(2022);N/A;N/A;['>Daniel Lusko<', '>|<'];['>Drake Bell<', '>Jace Chapman<', '>Garrett Clayton<', '>Jack Fisher<']
Amityville Scarecrow 2;N/A;Horror            ;(2022);3.5;N/A;['>Adam Cowie<', '>|<'];['>Nicky Bellas<', '>Elspeth Foster<', '>Giedre Jackyte<', '>Sofia Lacey<']
Susikoira Roi;N/A;Adventure            ;(2022);6.2;N/A;['>Rane Tiukkanen<', '>|<'];['>Olivia Ainali<', '>Elias Westerberg<', '>Annika Aapalahti<', '>Elina Patrakka<']
Sumi;90 min;Drama            ;(2022);9.3;N/A;['>Amol Gole<', '>|<'];['>Akanksha Pingale<', '>Divyesh Indulkar<', '>Harshal Gire<', '>Nitin Bhajan<']
Conjuring the Genie 2;N/A;Horror            ;(2022);4.5;N/A;N/A;['>Stephen Staley<', '>Dan Robins<', '>Bao Tieu<', '>Ella Starbuck<']
The Placebo;68 min;Drama            ;(2022);8.8;N/A;['>Sunny Dhinsey<', '>|<'];['>Drew Elston<', '>Tom Coulston<', '>Jonah Paull<', '>Francessca Cheetham<']
The Life and Times of Harold Bum;95 min;Comedy            ;(2022);N/A;N/A;['>Rod Hollens<', '>|<'];['>Tom Buckland<', '>Jim Flatt<', '>John Herihly<', '>Sharon Hirt<']
Watching Over You;101 min;Drama            ;(2022);N/A;N/A;['>Igunwe Alfred Otaniyuwa<', '>|<'];['>Vivian Gabriel<', '>Kalu George<', '>Prisca Nwaobodo<', '>Michael Odeh<']
Kate's House;N/A;Drama, Thriller            ;(2022);8.4;N/A;['>Shaquilla Nicole Smith<', '>|<'];['>Tamara Jones<', '>D. Anthony Miles<', '>Micheal Joseph<', '>Horse El Caballo Wren<']
Lucinda;82 min;Drama            ;(2022);N/A;N/A;['>Zefel Coff<', '>William Alves<', '>|<'];"['>Camila Alencar<', '>Marcelo Pelucio<', '>Carolina Monte Rosa<', "">Chico Sant'anna<""]"
Discerning Eyes;N/A;Drama            ;(2022);N/A;N/A;['>Kingsley Fresh Onyenma<', '>|<'];['>Abbey Awobimpe<', '>Ebenezer Eno<', '>Mariam Kayode<', '>Stan Nze<']
The Story of Raygada;N/A;Action, Comedy            ;(2022);N/A;N/A;['>Simple Suni<', '>|<'];['>Ganesh<']
Cuenta hasta 10;N/A;Drama            ;;N/A;N/A;['>Tom Caruk<', '>|<'];['>Nordin Dahmani<', '>Gala Santino<', '>John Ramos<', '>Dara Moreno<']
The Twisted Ones;85 min;Animation, Horror            ;(2022);N/A;N/A;['>Elementia<', '>|<'];['>Evan Agredano<', '>Arcadendo<', '>Sketch Artz<', '>Elementia<']
She's Perfect;N/A;Thriller            ;(2022);N/A;N/A;['>Sheldon Maddux<', '>|<'];['>Eric Hanson<', '>Julie Fontenot<', '>Sarah Colby<', '>Ekaterina Shanina<']
Pamti;23 min;Drama            ;(2022);N/A;N/A;['>Olja Pokrajac<', '>|<'];['>Milovan Filipovic<', '>Anita Ognjanovic<', '>Milan Pelivanovic<']
Concrete Keys;120 min;Drama            ;(2022);N/A;N/A;N/A;N/A
Vasco Live - Circo Massimo Roma;N/A;Music            ;(2022);N/A;N/A;['>Giuseppe Domingo Romano<', '>|<'];['>Vasco Rossi<']
El asombroso Mauricio;93 min;Animation, Adventure, Comedy            ;(2022);6.2;N/A;['>Toby Genkel<', '>Florian Westermann<', '>|<'];['>Hugh Laurie<', '>Emilia Clarke<', '>David Thewlis<', '>Himesh Patel<']
Lost Love;95 min;Drama            ;(II) (2022);7.2;N/A;['>Sing-Fung Ka<', '>|<'];['>Sammi Cheng<', '>Alan Chun-Kwong Luk<', '>Hedwig Tam<']
Vadio;91 min;Drama            ;(2022);8.9;N/A;['>Simão Cayatte<', '>|<'];['>Rúben Simões<', '>Joana Santos<', '>Carlos Afonso<', '>Luísa Cruz<']
Toi non plus tu n'as rien vu;92 min;Thriller            ;(2022);6.2;N/A;['>Béatrice Pollet<', '>|<'];['>Maud Wyler<', '>Géraldine Nakache<', '>Grégoire Colin<', '>Roman Kolinka<']
Mon héroïne;108 min;Comedy            ;(2022);7.3;N/A;['>Noémie Lefort<', '>|<'];['>Pascale Arbillot<', '>Chloé Jouannet<', '>Louise Coldefy<', '>Brigitte Fossey<']
Mother Mountain;N/A;Adventure, Drama            ;(2022);N/A;N/A;['>Celina Stang<', '>|<'];['>Emilie Cocquerel<', '>Fayssal Bazzi<', '>Anne-Louise Lambert<', '>Willow Speers<']
Summer Days;90 min;Comedy, Drama            ;(II) (2022);N/A;N/A;['>Faouzi Bensaïdi<', '>|<'];['>Mohamed Choubi<', '>Mouna Fettou<', '>Nadia Kounda<', '>Mouhcine Malzi<']
Caillou: The Silver Knight;N/A;Family            ;(2022);4.7;N/A;['>Greg Richardson<', '>|<'];['>Christina Churchill<', '>Glee Dango<', '>Stacey DePass<', '>Logan Nicholson<']
Tetuán;95 min;Drama            ;(2022);N/A;N/A;['>Iratxe Fresneda<', '>|<'];['>Irina Conca<', '>Mohamed Iacob<']
Riverbed;78 min;Drama            ;(2022);N/A;N/A;N/A;N/A
Dude Where's My Cup;58 min;N/A;(2022);N/A;N/A;['>Allen Ayyell Gibson<', '>|<'];['>Afroman<', '>Aye<', '>Jemar Berry<', '>Big A<']
Missing Maria;N/A;Drama            ;(2022);N/A;N/A;N/A;N/A
You Bring It Back with You;45 min;Drama, Horror, Sci-Fi            ;(2022);N/A;N/A;['>Ruby Fuller<', '>Jacob Schindler<', '>|<'];['>Jacob Schindler<', '>Ruby Fuller<', '>Kevin Lucero Less<', '>Jay Mitchell<']
The Prince's Heart;N/A;Drama            ;(2022);N/A;N/A;['>Aniedi Awah Noba<', '>|<'];['>Emma Ayalogu<', '>Clarion Chukwura-Abiola<', '>Nancy Damian<', '>Esther Daniels<']
Maia;90 min;Comedy, Drama, Romance            ;(II) (2022);N/A;N/A;['>Pever Bem<', '>|<'];['>Cherry Agba<', '>Ike Agbai<', '>Preach Bassey<', '>Queendi Dudu<']
My Ex;88 min;N/A;(2022);N/A;N/A;['>Smart T. Okezie<', '>|<'];['>Okpara Canice<', '>Ifebigbo Bryan Chigozie<', '>Agu David Derick<', '>Bella Ebinum<']
Between Father and Son;72 min;N/A;(2022);N/A;N/A;['>Ronin Hsu<', '>|<'];['>Mei Hui Jun<', '>Mei Shi Bao<']
Vios kai politeia tou alithinou Giorgi Zorba;105 min;Biography            ;(2022);N/A;N/A;['>Babis Tsokas<', '>|<'];['>Giorgos Mavreas<', '>Hristos Zeritis<']
The Soldier's Tale;59 min;Music            ;(2022);N/A;N/A;['>Dominic Best<', '>|<'];['>Martins Imhangbe<', '>Richard Katz<', '>Mark Lockyer<', '>Faith Prendergast<']
Novella;N/A;Drama            ;(2022);N/A;N/A;['>Scott Alan Jones<', '>Nicholas Pitts<', '>|<'];['>Jon Bonzor<', '>J.J. Fernandez<', '>Charlie Hodges<', '>Cody C King<']
Fogo;N/A;Drama            ;(2022);N/A;N/A;['>Cleuberth Choi<', '>|<'];['>Cleuberth Choi<', '>Nina Rodrigues<', '>Paulinha Spinelli<']
La vie imaginaire;61 min;Mystery            ;(2022);N/A;N/A;['>Antoine Carver<', '>|<'];['>Daniska Markiezs<']
Noche de paz;112 min;Action, Comedy, Crime            ;(2022);6.7;N/A;['>Tommy Wirkola<', '>|<'];"['>David Harbour<', '>John Leguizamo<', "">Beverly D'Angelo<"", '>Alex Hassell<']"
Sound of Freedom;90 min;Action, Biography, Drama            ;(2022);7.8;N/A;['>Alejandro Monteverde<', '>|<'];['>Jim Caviezel<', '>Mira Sorvino<', '>Bill Camp<', '>Kurt Fuller<']
Christmas in Paradise;89 min;Comedy            ;(2022);3.5;N/A;['>Philippe Martinez<', '>|<'];['>Kelsey Grammer<', '>Elizabeth Hurley<', '>Billy Ray Cyrus<', '>Nathalie Cox<']
Desibel;110 min;Action, Drama, Horror            ;(2022);6.1;N/A;['>In-ho Hwang<', '>|<'];['>Rae-won Kim<', '>Cha Eun-Woo<', '>Dal-hwan Jo<', '>Lee Jong-Suk<']
Sex, Lies, and Sugar;N/A;Comedy, Drama, Romance            ;(2022);5.1;N/A;['>Steve Balderson<', '>|<'];['>Kevin Scott Richardson<', '>Susan Traylor<', '>Jane Wiedlin<', '>Michael Maize<']
Ernest et Célestine: Le voyage en Charabie;80 min;Animation, Adventure, Family            ;(2022);7.2;N/A;['>Julien Chheng<', '>Jean-Christophe Roger<', '>|<'];['>Lambert Wilson<', '>Pauline Brunner<', '>Michel Lerousseau<', '>Céline Ronté<']
Larry;108 min;Drama            ;(2022);8.2;N/A;['>Szilárd Bernáth<', '>|<'];['>Benett Vilmányi<', '>Szabolcs Thuróczy<', '>Anna Szandtner<', '>László Onofer<']
Stranger;80 min;Horror, Thriller            ;(2022);3.1;N/A;['>Emanuele Pica<', '>|<'];['>Jacob Taylor<', '>Taylor Jabara<', '>Francesco Cuizza<', '>Steven Strobel<']
Un hiver en été;112 min;Drama            ;(2022);5.2;N/A;['>Laetitia Masson<', '>|<'];['>Benjamin Biolay<', '>Élodie Bouchez<', '>Judith Chemla<', '>Nicolas Duvauchelle<']
Black Stone;87 min;Comedy, Drama            ;(2022);8.1;N/A;['>Spiros Jacovides<', '>|<'];['>Eleni Kokkidou<', '>Julio Katsis<', '>Negros Tou Moria<', '>Ahilleas Hariskos<']
The Female Hustler 2;N/A;Crime, Drama            ;(2022);N/A;N/A;['>Dom Campbell<', '>|<'];['>Jamal Woolard<', '>Dom Campbell<', '>Courtney Godsey<', '>Spencer Madison<']
Meet the Snow;N/A;Action, Drama            ;(2022);7.5;N/A;['>Robert Peters<', '>|<'];['>Aubri Ebony<', '>Linda D Gaines<', '>Bruce Anthony Shepperson<', '>Iroko Anyogu<']
The Son Rises;N/A;Crime, Drama            ;(2022);N/A;N/A;['>Alexander G. Seyum<', '>|<'];['>Jacob Perez<', '>Erik Alexander Gavica<', '>Mauricio Lara<', '>Briza Covarrubias<']
Fable;N/A;Fantasy            ;(2022);N/A;N/A;['>Cole Durham<', '>|<'];['>Dominic Cipriani<', '>Stuart Maxheimer<', '>Juliet Sargent<', '>Dennis Courtis<']
Slumber Party Slaughter Party 2 (New Blood);80 min;Horror            ;(2022);N/A;N/A;['>DeWayne Etheridge<', '>|<'];['>Brinke Stevens<', '>Lynn Lowry<', '>Debbie Rochon<', '>Robert Bess<']
Nji Prej Nesh;107 min;Crime, Drama            ;(2022);9.8;N/A;['>Ergys Meta<', '>|<'];['>Alban Ukaj<', '>Kasem Hoxha<', '>Alfred Trebicka<', '>Sebina Matlija<']
A Soldier's Secret;113 min;Drama            ;(2022);N/A;N/A;['>Linda Lee<', '>|<'];['>Bill Houskeeper<', '>Kayleigh Auna<', '>Buddy Campbell<', '>Eden Cavazos<']
Boo Boo the Fool;N/A;Comedy            ;(2022);N/A;N/A;['>Nakia T Hamilton<', '>|<'];['>Amber Dawn Fox<', '>Caranita Harrelson<', '>Dejia McCowan<', '>Ty Respus<']
Bir Kar Tanesinin Ömrü;111 min;Drama, Romance            ;(2022);7.0;N/A;['>Kazim Öz<', '>|<'];['>Sema Gültekin<', '>Ismail Zagros<', '>Münir Can Cindoruk<', '>Cezmi Baskin<']
Seahorse;N/A;Drama            ;(2022);N/A;N/A;['>Rommel Eclarinal<', '>|<'];['>Natalie Houchins<', '>Max Flores<', '>Tim Llewellyn<', '>Olivia J. Scott<']
Rachas Rotas;80 min;Thriller            ;(2022);N/A;N/A;['>Arturo Núñez<', '>|<'];['>Erick Israel Consuelo<', '>Josué Cabrera<', '>Eric Rodas<', '>Orlando Moguel<']
Bridges to Love;75 min;Drama            ;(2022);N/A;N/A;['>Jason Pollet<', '>|<'];['>Austin Alexander<', '>Tommy Bolanos<', '>Jill Michelle Burchett<', '>Prathyusha Chundi<']
Malmö Noir;92 min;Comedy, Crime, Mystery            ;(2022);7.7;N/A;['>Augustin Sjöberg<', '>|<'];['>Joel Vide<', '>Jasmine Linde<', '>Michael Petersson<', '>Johannes Löf<']
Rekindling;N/A;Drama            ;(2022);N/A;N/A;['>Doug Sebastian<', '>|<'];['>Domenick DeFrank<', '>Henry Tisdale<', '>Frank Voudy IV<', '>Lana Thomason<']
The Cold Case;N/A;Comedy, Mystery, Thriller            ;(2022);N/A;N/A;['>Dorrill Griffin<', '>|<'];['>Wren Sarrow<', '>Kyle Bonham<', '>Leslie Koch Foumberg<', '>Preston Galli<']
Harvest of Spite;N/A;Drama            ;(2022);N/A;N/A;['>Chidi Chijioke<', '>|<'];['>Hilda Ama Braso<', '>Jackie Appiah<', '>Uche Ben<', '>Rita Edochie<']
Nandini;N/A;Horror            ;(2022);N/A;N/A;N/A;['>Sanchita Banerjee<', '>Richa Dixit<', '>Gaurav Jha<']
Anata no hohoemi;103 min;Comedy, Drama            ;(2022);N/A;N/A;['>Kah-Wai Lim<', '>|<'];['>Hirobumi Watanabe<', '>Shogen<', '>Hikaru Hirayama<', '>Hironobu Tanaka<']
Bajar, Subir, Bajar;94 min;War            ;(2022);N/A;N/A;['>Elad Abraham<', '>|<'];['>Elad Abraham<', '>Helena Abraham<', '>Gilad Atzmon<', '>Noam Chomsky<']
Theo: Eine Konversation Mit Der Ehrlichkeit;88 min;Drama            ;(2022);N/A;N/A;['>Damien Hauser<', '>|<'];['>Jakob Fessler<', '>Fayrouz Gabriel<', '>Julia Tremp<', '>Christian Sprecher<']
Doce Encanto;90 min;Horror            ;(2022);N/A;N/A;['>Vinicius Henuns<', '>|<'];['>Barcllay<', '>Biel TVZ<', '>Croislla<', '>Darlieytson<']
Clout;130 min;Drama            ;(II) (2022);N/A;N/A;['>Courtney Geiger<', '>|<'];['>Martina Kaura<', '>Nick Kulesa<', '>Ivy Munnerlyn<', '>Michele Nichols<']
Behind East Palace;N/A;Action            ;(2022);N/A;N/A;['>Chenggang Gao<', '>|<'];['>Shuang Hong<', '>Jason Sze<', '>Chenliang Wei<']
Dan dan;103 min;Drama            ;(2022);N/A;N/A;['>Song Chuan<', '>|<'];['>Chu Bu Hua Jie<', '>Shaoyi Ding<', '>Xiaohuan Wei<', '>Wei Wei Yu<']
Budhiya;N/A;Drama            ;(2022);N/A;N/A;['>Shailu Dutt<', '>|<'];['>Annapoorna Dwievdi<', '>Avinash Tiwari<', '>Naveen Tiwari<']
Suzume;122 min;Animation, Action, Adventure            ;(2022);7.7;N/A;['>Makoto Shinkai<', '>|<'];['>Nanoka Hara<', '>Hokuto Matsumura<', '>Eri Fukatsu<', '>Kôshirô Matsumoto<']
El país de los sueños;117 min;Adventure, Comedy, Drama            ;(2022);6.7;N/A;['>Francis Lawrence<', '>|<'];"['>Jason Momoa<', '>Marlow Barkley<', "">Chris O'Dowd<"", '>Kyle Chandler<']"
El espíritu de la Navidad;127 min;Comedy, Family, Musical            ;(2022);6.6;N/A;['>Sean Anders<', '>|<'];['>Will Ferrell<', '>Ryan Reynolds<', '>Octavia Spencer<', '>Patrick Page<']
Paradise City;92 min;Action, Thriller            ;(2022);3.6;N/A;['>Chuck Russell<', '>|<'];['>Bruce Willis<', '>John Travolta<', '>Stephen Dorff<', '>Noel Gugliemi<']
El asesino de mi hermano;N/A;Mystery, Thriller            ;(2022);5.9;N/A;['>Chris Lancey<', '>|<'];['>René Ashton<', '>Brittany Underwood<', '>Noah Fearnley<', '>Maurice Hall<']
Uunchai;173 min;Adventure, Drama            ;(2022);7.1;N/A;['>Sooraj R. Barjatya<', '>|<'];['>Amitabh Bachchan<', '>Anupam Kher<', '>Boman Irani<', '>Parineeti Chopra<']
The Friendship Game;87 min;Horror, Sci-Fi            ;(2022);3.3;N/A;['>Scooter Corkle<', '>|<'];['>Peyton List<', '>Brendan Meyer<', '>Kelcey Mawema<', '>Kaitlyn Santa Juana<']
Yashoda;135 min;Action, Sci-Fi, Thriller            ;(2022);6.6;N/A;['>Haresh Narayan<', '>K. Hari Shankar<', '>|<'];['>Samantha Ruth Prabhu<', '>Unni Mukundan<', '>Varalaxmi Sarathkumar<', '>Rao Ramesh<']
Mukundan Unni Associates;128 min;Comedy, Crime, Drama            ;(2022);7.9;N/A;['>Abhinav Sunder Nayak<', '>|<'];['>Vineeth Sreenivasan<', '>Suraj Venjaramoodu<', '>Aarsha Chandini Baiju<', '>Sudhi Koppa<']
Thai Massage;124 min;Comedy            ;(2022);6.3;N/A;['>Mangesh Hadawale<', '>|<'];['>Gajraj Rao<', '>Divyendu Sharma<', '>Sunny Hinduja<', '>Alina Zasobina<']
Le torrent;102 min;Thriller            ;(2022);5.7;N/A;['>Anne Le Ny<', '>|<'];['>José Garcia<', '>André Dussollier<', '>Capucine Valmary<', '>Christiane Millet<']
Bar Fight!;84 min;Comedy            ;(2022);4.7;N/A;['>Jim Mahoney<', '>|<'];['>Nicolette Acosta<', '>Mitzi Akaha<', '>Rachel Bloom<', '>Patrick Byas<']
The Pay Day;93 min;Comedy, Crime, Thriller            ;(2022);6.4;N/A;['>Sam Bradford<', '>|<'];['>Simon Callow<', '>Ellen Thomas<', '>Rae Lim<', '>Vincent Jerome<']
Raana;120 min;Action            ;(2022);7.6;N/A;['>Nandakishore<', '>|<'];['>Takur R Baragi<', '>Samyuktha Hegde<', '>Shreyas Manju<', '>Reeshma Nanaiah<']
Sleep No More;87 min;Crime, Drama            ;(2022);7.2;N/A;['>Antonia Bogdanovich<', '>|<'];['>Gbenga Akinnagbe<', '>Tobin Bell<', '>Thomas Brodie-Sangster<', '>Jordan Dunn<']
The Office Games;95 min;Action, Comedy            ;(2022);7.4;N/A;['>Christian de la Cortina<', '>|<'];['>Jodelle Ferland<', '>Jordana Lajoie<', '>Evan Marsh<', '>Ellen David<']
A Christmas Open House;88 min;Drama, Romance            ;(2022);5.2;N/A;['>Emily Moss Wilson<', '>|<'];['>Katie Stevens<', '>Victor Rasuk<', '>Monica Garcia Bradley<', '>Bobbie Eakes<']
Hetki lyö;123 min;Comedy, Crime, Drama            ;(2022);6.2;N/A;['>J.-P. Valkeapää<', '>|<'];['>Pääru Oja<', '>Johannes Holopainen<', '>Outi Mäenpää<', '>Ilkka Heiskanen<']
Rocket Gang;121 min;Comedy, Drama, Fantasy            ;(2022);3.8;N/A;['>Bosco Martis<', '>|<'];['>Aditya Seal<', '>Nikita Dutta<', '>Jason Tham<', '>Mokshada Jaikhani<']
Cet été-là;99 min;Comedy, Drama            ;(2022);5.7;N/A;['>Éric Lartigau<', '>|<'];['>Rose Pou-Pellicer<', '>Juliette Havelange<', '>Marina Foïs<', '>Gael García Bernal<']
Kulche Chole;126 min;Comedy, Romance            ;(2022);8.5;N/A;['>Simranjit Singh Hundal<', '>|<'];['>Dilraj Grewal<', '>Jannat Zubair Rahmani<', '>Jaswant Singh Rathore<']
Prorok;140 min;Biography, Drama, History            ;(2022);5.4;N/A;['>Michal Kondrat<', '>|<'];['>Slawomir Grzymkowski<', '>Adam Ferency<', '>Marcin Tronski<', '>Katarzyna Zawadzka<']
Parole;118 min;Crime            ;(II) (2022);7.1;N/A;['>Dwarakh Raja<', '>|<'];['>Finally Bharath<', '>Dennis<', '>Suresh Ekaa<', '>Kalpika Ganesh<']
Müstakbel Damat;105 min;Comedy            ;(2022);4.9;N/A;['>Ilker Ayrik<', '>|<'];['>Ferdi Akarnur<', '>Ilker Ayrik<', '>Yücel Erten<', '>Ayça Erturan<']
Dil Pasand;N/A;Comedy, Drama, Romance            ;(2022);6.3;N/A;['>Shiva Tejass<', '>|<'];['>Darling Krishna<', '>Sadhu Kokila<', '>Nishvika Naidu<', '>Megha Shetty<']
Chobbar;125 min;Action            ;(2022);8.1;N/A;['>Maneesh Bhatt<', '>|<'];['>Sukhwinder Chahal<', '>Gurteg Guri<', '>Deepak Kamboj<', '>Seema Kaushal<']
One Delicious Christmas;84 min;Drama, Romance            ;(2022);6.0;N/A;['>Stacey N. Harding<', '>|<'];['>Bert Cardozo<', '>Judy Deboer<', '>Elana Dunkelman<', '>Bobby Flay<']
I Thought You Knew;90 min;Thriller            ;(2022);N/A;N/A;['>Conrad Glover<', '>|<'];['>Felicia Pearson<', '>Glenn Plummer<', '>Marcus T. Paulk<', '>Lindsey Cruz<']
Split;52 min;Horror            ;(III) (2022);6.3;N/A;['>Jack Mulvanerty<', '>|<'];['>Emily E.<', '>Jack Mulvanerty<', '>Allison Simon<', '>Daniel Valient<']
Piso apo tis thimonies;118 min;Drama            ;(2022);7.6;N/A;['>Asimina Proedrou<', '>|<'];['>Stathis Stamoulakatos<', '>Eleni Ouzounidou<', '>Evgenia Lavda<', '>Christos Kontogeorgis<']
A Gingerbread Christmas;85 min;Drama, Romance            ;(2022);6.0;N/A;['>Pat Kiely<', '>|<'];['>Tiya Sircar<', '>Marc Bendavid<', '>Sugith Varughese<', '>Kyana Teresa<']
